gene,mis_z,lof_z,syn_z,oe_mis,oe_lof,label
CPQ,0.70009,-0.1176,0.20166,0.87597,1.0281,1.3154e-14
ZNF419,-1.7907,0.77224,-1.7979,1.3106,0.66119,0.0053294
TST,0.58915,0.56226,0.24411,0.88196,0.79546,7.8734e-05
NSUN6,-1.3274,-0.33932,-1.4053,1.2438,1.073,4.9452e-19
FSCN2,-0.11388,-0.036358,-1.8199,1.0174,1.009,3.8311e-13
MTRF1L,-0.53902,0.13562,-0.10161,1.1097,0.96292,2.9554e-10
COX20,0.29253,0.85213,-1.0051,0.89118,0.59163,0.020118
C16orf90,-0.021642,0.69535,-0.62289,1.006,0.71603,0.0013458
SLC27A3,-1.3544,-0.47564,-2.186,1.1887,1.0965,5.2696e-22
HSPB2,0.5168,0.62567,-0.16747,0.8666,0.75974,0.00032989
NQO2,0.47483,0.38402,-0.57981,0.88433,0.87726,8.7572e-07
SOAT2,0.62237,-0.72471,0.33739,0.90215,1.1333,5.583e-28
NCCRP1,0.31747,0.22856,-0.50473,0.93011,0.93389,7.6409e-09
UVSSA,-2.0342,-0.60599,-1.5125,1.2643,1.1168,5.4127e-25
TNNT1,0.98991,-0.080633,-0.32362,0.78999,1.0196,7.0202e-14
SPDYE2,0.33328,1.2022,1.2404,0.71886,0.0,0.47151
EBPL,1.0234,0.55918,0.059761,0.70824,0.79645,7.8199e-05
DHRS2,-1.1694,0.38265,-1.4625,1.2389,0.87767,8.7228e-07
OR1E1,0.39982,0.69404,-0.049251,0.91254,0.71648,0.0013426
OR4E2,-0.7259,0.76956,-0.13416,1.1553,0.66212,0.0053058
LYPD6,0.3298,0.43835,0.3315,0.90533,0.85426,4.0193e-06
C1orf216,0.11284,0.69447,-0.080691,0.97243,0.71633,0.0013436
TVP23C-CDRT4,0.063544,0.38325,0.022856,0.98056,0.87749,8.7378e-07
GPR1,-0.011932,0.43781,0.17543,1.0025,0.85443,4.0135e-06
WDR5B,-0.45046,0.49699,-0.5044,1.0982,0.82751,1.7993e-05
TMEM106A,0.58266,0.32827,1.8251,0.86371,0.89874,1.8357e-07
DCAF16,0.039075,0.62459,-1.1851,0.98933,0.7601,0.00032917
EVPLL,0.52165,-0.084757,0.10888,0.89328,1.0207,6.8978e-14
ZNF684,0.65319,0.27356,1.2749,0.86825,0.91833,3.7374e-08
SLC26A1,0.36724,0.041163,-0.19774,0.95379,0.98928,1.0564e-11
ZIM3,-0.52005,0.4952,-0.64043,1.0942,0.82807,1.7915e-05
COA4,0.2945,1.051,0.59511,0.88732,0.33933,0.21335
PIH1D2,0.60033,0.22495,0.70617,0.86385,0.9349,7.5463e-09
SEC61B,1.0334,0.84919,-1.1536,0.61464,0.59268,0.02003
RASSF3,0.15645,0.49263,-0.29727,0.96154,0.82888,1.7804e-05
TMEM254,-0.31851,0.69033,0.82537,1.109,0.71775,0.0013335
ADM2,0.10976,0.84848,-0.75281,0.96473,0.59293,0.020009
ALLC,0.19641,-0.20604,0.12196,0.96292,1.0475,4.2324e-16
GSTZ1,-0.014651,0.082525,-0.59388,1.0037,0.97798,5.5058e-11
SLC17A3,-0.2982,-0.48919,-0.05275,1.0522,1.0994,4.925899999999999e-22
PRLHR,-0.40552,0.55276,0.47108,1.0748,0.79853,7.7094e-05
MYOM2,-5.3011,-2.3718,-6.3969,1.4954,1.2702,7.0086e-85
HBE1,0.20789,0.84691,-0.40318,0.93427,0.5935,0.019963
KLRF1,0.46212,0.32233,-0.50296,0.87639,0.90048,1.8025e-07
ZNF774,0.16892,-0.17041,1.6107,0.97101,1.04,2.2808e-15
FAM114A1,0.4905,-0.42917,-0.25598,0.92111,1.0898,1.4659000000000002e-20
ADORA2B,-0.055228,0.48961,0.42638,1.0116,0.82983,1.7674e-05
PCYOX1,-0.067195,-0.17368,-0.091509,1.0112,1.0408,2.2481e-15
GPR89A,0.34396,-0.092949,-0.86832,0.91863,1.0227,6.6612e-14
EXOSC1,0.28981,0.21739,0.49399,0.92454,0.93702,7.3521e-09
ZNF664,2.423,0.68751,-1.6435,0.41688,0.71871,0.0013267
TMEM222,0.43564,0.431,0.8008,0.89021,0.85652,3.9417e-06
MBLAC1,1.2008,1.0481,1.0231,0.70565,0.34025,0.21273
TAX1BP3,0.89606,0.76234,0.78233,0.72317,0.66465,0.0052431
ACYP1,0.56831,0.93732,1.2097,0.7818,0.49618,0.070318
CNGA3,-0.036795,-0.39699,-0.4047,1.0052,1.0843,8.0327e-20
UGT3A1,-0.14678,-0.055503,-1.0203,1.0246,1.0138,3.5366e-13
OR4L1,-1.3428,0.76065,-1.7569,1.297,0.66524,0.0052285
PEX11A,0.1004,0.37173,0.074943,0.97571,0.88094,8.4537e-07
PRMT3,0.099915,-0.62503,0.87895,0.98331,1.1207,4.9032e-25
ALPI,0.40325,-0.32617,0.51858,0.93919,1.0715,2.4527e-18
CALHM1,-0.16602,0.48687,-0.73722,1.0297,0.8307,1.7556e-05
EMB,-0.55596,0.029481,-0.83395,1.1258,0.99231,1.0084e-11
TPRG1L,0.78386,0.37249,-1.3736,0.80062,0.88071,8.4721e-07
C10orf99,-0.49078,1.0452,0.71969,1.2086,0.34118,0.21211
NLRP2,-2.3451,-1.1337,-4.8218,1.2717,1.1828,1.4201e-38
CISD3,0.68496,0.84215,1.8849,0.75995,0.5952,0.019823
LILRA5,-0.15111,0.21351,-2.0115,1.0329,0.9381,7.2545e-09
TMBIM4,0.51056,0.42579,0.9588,0.86502,0.85812,3.8876e-06
MUC17,-7.8259,-1.8499,-9.4592,1.4627,1.2412,7.8985e-63
POLR2E,0.35287,0.21184,-2.3119,0.91631,0.93857,7.2128e-09
F2RL2,0.40958,0.48523,0.10959,0.91877,0.83121,1.7486e-05
DCXR,0.12135,0.36747,0.070201,0.97155,0.88221,8.351e-07
DHRS7,0.076239,0.023921,-0.26765,0.984,0.99376,9.8631e-12
MYL9,1.171,0.84126,0.37467,0.69785,0.59552,0.019797
SERPINA6,-0.66172,0.36722,-0.64745,1.1265,0.88229,8.3448e-07
PPP1R42,1.0125,0.48419,-0.1651,0.71913,0.83154,1.7442e-05
HDHD2,0.39742,0.4241,0.19625,0.90626,0.85864,3.8702e-06
TCTEX1D2,1.0055,0.61249,0.69739,0.66657,0.76412,0.00032126
GJA3,1.7112,0.68167,0.86646,0.70379,0.72071,0.0013126
TEX13A,-0.81616,0.84081,-2.0222,1.1771,0.59568,0.019784
NMRK1,0.32773,0.25952,0.56997,0.90883,0.92236,3.5697e-08
BEST1,0.61695,-0.023276,0.80352,0.90296,1.0059,1.8214e-12
ABHD15,-0.10357,0.25747,-1.235,1.0178,0.92294,3.5459e-08
SERPINB1,0.79421,0.25771,0.34849,0.84593,0.92288,3.5486e-08
CD48,0.036484,0.48087,-0.13785,0.99086,0.83259,1.7302e-05
GPRIN2,-0.56243,0.42268,-1.0468,1.1039,0.85908,3.8557e-06
MIA,0.5317,0.48189,0.51238,0.83644,0.83227,1.7345e-05
SNRNP35,0.79821,0.20764,1.3066,0.82505,0.93975,7.1094e-09
FXYD7,0.93508,0.75672,-0.50743,0.6002,0.66663,0.0051947
SPINK2,0.66338,0.93149,0.35741,0.71234,0.49826,0.069796
NUP62CL,0.26804,0.67944,0.78271,0.90249,0.72148,0.0013073
C9orf40,1.0038,0.93071,1.4054,0.69155,0.49854,0.069726
COQ7,-0.46251,0.41799,-0.27558,1.1109,0.86052,3.808e-06
IL11,-0.48819,0.60698,0.70984,1.1312,0.76596,0.00031772
RAD51C,0.12622,-0.11019,0.18421,0.9752,1.0269,6.1906e-14
SRXN1,0.2951,0.93068,0.36783,0.8932,0.49856,0.069723
SLX4IP,0.32652,-0.027699,0.34315,0.93756,1.0071,1.7889e-12
SPATA19,-0.28114,0.25465,-0.21231,1.0791,0.92375,3.5133e-08
SPATA32,0.58403,0.15359,0.67778,0.88596,0.95667,1.3702e-09
MREG,0.70091,0.30687,-0.51165,0.81621,0.90501,1.7187e-07
RPL10L,-0.24534,0.75355,-2.5035,1.0588,0.66775,0.0051677
C22orf31,-0.18615,0.30456,-0.38265,1.0419,0.90569,1.7066e-07
CHRAC1,0.34862,0.92841,0.47896,0.87055,0.49937,0.06952
KCNE3,0.23842,1.1918,0.54819,0.91834,0.0,0.4682
TIGD3,0.82214,0.10445,2.8503,0.86499,0.97132,2.63e-10
FXYD4,-0.3026,0.605,-0.2728,1.1253,0.76663,0.00031646
KERA,-0.32411,0.30517,-1.2739,1.0682,0.90551,1.7098e-07
EFHD1,0.12777,0.75132,0.62706,0.96758,0.66853,0.0051487
MZB1,0.41285,0.60469,0.34591,0.88481,0.76673,0.00031626
POTEM,-0.12554,0.60486,-0.64071,1.0354,0.76667,0.00031637
NDUFA12,0.0035311,0.53592,-0.92123,0.99891,0.804,7.427e-05
ZNF490,1.2484,0.6029,-0.14963,0.79404,0.76733,0.00031512
OR8D2,0.26121,1.0381,0.66942,0.9425,0.34346,0.21061
SNUPN,0.60823,-0.15693,1.0913,0.87871,1.0376,1.1094e-14
ENO4,0.28436,0.35468,1.0556,0.9337,0.88607,8.0499e-07
NAA38,1.0883,0.74826,-0.46401,0.57046,0.66962,0.0051229
CD302,-0.10911,0.41124,0.78162,1.0288,0.86261,3.7405e-06
RPL37A,0.715,0.74858,-1.7393,0.72847,0.66951,0.0051255
FAM181B,0.09435,0.92669,-1.278,0.97923,0.49999,0.069368
NMB,-0.22668,0.83202,0.85004,1.0712,0.59885,0.019529
LY96,0.14833,0.53529,0.71913,0.95355,0.8042,7.4167e-05
CD8A,0.23663,0.46892,0.1672,0.9415,0.83638,1.6806e-05
TMEM97,0.16954,0.59902,0.28947,0.95069,0.76863,0.00031267
MIF4GD,0.6288,0.19398,-0.78701,0.85982,0.9436,6.7828e-09
OR2J2,-0.24227,0.83062,-0.37965,1.0521,0.59935,0.019489
C17orf107,0.50118,0.92558,0.60842,0.86669,0.50039,0.06927
DHRS7B,0.74754,0.19327,0.27276,0.85034,0.9438,6.7664e-09
FAM151A,-0.18562,-0.2805,-1.3568,1.0281,1.0637,6.5453e-17
GALM,-0.14623,0.051233,-0.82566,1.03,0.98627,4.8791e-11
BPIFA2,0.05372,0.35305,0.3053,0.98707,0.88656,8.0124e-07
HRG,-0.37394,-0.122,-0.012166,1.0618,1.0299,5.8888e-14
REEP6,-0.15701,0.47027,0.35742,1.0421,0.83595,1.6861e-05
ITPRIP,0.56291,0.046736,-0.97884,0.91676,0.98747,4.7954e-11
IFI44,-1.3002,-0.20686,-1.4122,1.2392,1.0487,1.9433e-15
NAT16,-0.25498,0.40665,-0.77089,1.0503,0.86403,3.6952e-06
DUSP15,-0.39665,0.40856,-0.50808,1.102,0.86344,3.7139e-06
FCGR3A,-1.0377,0.40668,0.2622,1.2383,0.86402,3.6955e-06
SLC14A1,-0.0092581,-0.12698,-0.10299,1.0017,1.0311,5.7661e-14
TBCC,-0.61257,0.40834,-1.1215,1.1229,0.8635,3.7118e-06
CTU2,-3.9471,-0.53286,-7.2286,1.6244,1.1088,3.9682e-22
CREG2,0.58275,0.52797,0.59044,0.84605,0.80659,7.2973e-05
PRELID2,0.28378,0.18817,0.86998,0.91842,0.94525,6.6487e-09
STX10,-0.0070761,0.14063,0.14302,1.0016,0.96025,1.3079e-09
FCRLB,0.52041,0.091925,-0.096882,0.9054,0.97471,2.51e-10
SERPIND1,-0.056846,0.092319,-0.89875,1.0095,0.97461,2.5137e-10
MRPL49,0.28206,0.59601,-0.89595,0.92141,0.76964,0.00031078
OR4D6,-0.20297,0.74417,-0.14573,1.0436,0.67107,0.0050885
DYNLT1,-0.26583,0.52957,-1.5761,1.0942,0.80607,7.3232e-05
SUCLG2,-0.48793,-0.12903,0.18166,1.0918,1.0316,5.7163e-14
ASB5,-0.21914,-0.089479,0.32262,1.0455,1.0224,3.0711e-13
SPATA21,-0.0079321,-0.32791,-0.80566,1.0013,1.0733,1.1342e-17
LHPP,0.022626,0.29053,0.058896,0.99488,0.90983,1.6345e-07
RPP25,0.72437,1.0323,1.6093,0.80887,0.34533,0.20939
HHIPL2,0.22048,-0.57693,0.099352,0.96968,1.1163,6.7268e-23
NIPAL1,0.67814,0.085916,0.82623,0.86718,0.97635,2.4544e-10
ALG1,-2.0466,-0.40528,-3.7363,1.3548,1.0878,3.6220000000000004e-19
NRSN1,0.59097,0.59185,0.70705,0.8402,0.77104,0.00030819
CETP,-0.52587,-0.61165,-0.73451,1.0908,1.1217,1.1892e-23
PSMF1,-0.059659,0.23632,0.083332,1.0129,0.92904,3.3092e-08
ZNF214,-0.58658,-0.33189,-0.98045,1.0933,1.0742,1.1138e-17
DHRS7C,0.35139,0.23299,-0.059292,0.92549,0.93,3.2734e-08
ECT2L,0.11061,-1.4892,-0.024632,0.98562,1.2202,7.8004e-48
LCE3E,-0.37056,1.184,-0.099118,1.1415,0.0,0.46574
C1QTNF9B,0.18118,0.23106,-0.11793,0.9623,0.93056,3.2529e-08
TMEM190,0.20556,0.6601,-0.83379,0.94512,0.72816,0.0012621
RABL2B,-0.020396,0.34021,-0.018079,1.0051,0.89045,7.7226e-07
GNPDA1,1.7864,0.28407,-0.54523,0.6138,0.91174,1.6024e-07
HDDC3,0.38724,0.82273,0.94716,0.86678,0.60221,0.019263
NRARP,2.3257,1.0285,0.84358,0.20604,0.34659,0.20859
OR8A1,-0.026994,0.7369,-0.83186,1.0057,0.67365,0.005028
CYB561D1,-0.070286,0.52088,-0.15643,1.017,0.80892,7.1834e-05
SERPINA12,-1.0439,0.33995,-0.4531,1.1924,0.89052,7.7169e-07
GPR151,0.13664,0.22857,0.94129,0.97447,0.93128,3.2266e-08
PAH,-0.64755,-0.58681,-0.83431,1.117,1.1184,6.4046e-23
GXYLT2,0.40799,-0.14398,0.66183,0.91928,1.0354,5.3671e-14
PTGDR,-0.93966,0.39471,-0.61759,1.1867,0.86774,3.58e-06
TRIM49B,-1.5777,0.17659,-3.6951,1.2957,0.94852,6.3896e-09
B3GNT4,-2.3994,0.33809,-3.4971,1.4393,0.89109,7.6758e-07
PPIC,0.075367,0.58691,0.15707,0.98067,0.77271,0.00030514
C11orf71,-0.29411,1.028,0.29773,1.0917,0.34675,0.20849
CBY1,0.43782,0.65862,0.34822,0.86227,0.72867,0.0012587
TMEM217,0.80161,0.51776,-0.97944,0.79932,0.80994,7.1339e-05
TMEM74B,-0.42917,0.58525,-0.18966,1.0961,0.77327,0.00030413
P2RY13,0.41714,0.58445,0.26136,0.91369,0.77354,0.00030364
GOLGA6A,-0.29409,0.45127,0.89936,1.0829,0.84201,1.61e-05
CRYGD,0.080754,0.58368,-0.51969,0.97817,0.7738,0.00030317
EIF4EBP1,0.8221,1.0238,0.85927,0.71472,0.34811,0.20762
FABP2,0.71207,0.73113,0.12996,0.75806,0.67571,0.0049806
PIGL,0.045145,0.16677,-0.27833,0.98954,0.95132,6.178e-09
BTG2,0.71831,0.81456,-0.89581,0.78716,0.60519,0.019033
SLC52A1,0.053786,0.38795,0.0658,0.99049,0.86985,3.5163e-06
LGALS9C,0.89724,0.16788,0.9223,0.81672,0.951,6.2016e-09
NKD2,-0.098069,-0.068602,0.38611,1.0167,1.0176,1.5159e-12
SLC18B1,-0.38487,-0.35135,-0.63426,1.0702,1.0788,1.0193e-17
MAPK15,-1.3467,-0.53413,-0.16988,1.2041,1.1109,1.8681999999999997e-21
KLHDC7B,1.1865,0.11472,0.77853,0.82673,0.96745,1.192e-09
PCDHA2,-0.7421,-0.63928,-1.5603,1.0867,1.1275,1.0354e-23
RPRML,0.39801,1.1777,0.78037,0.85088,0.0,0.46377
GDPD3,0.28863,-0.23796,0.9829,0.94234,1.0563,1.6968e-15
CKLF,-0.12133,0.72718,1.1808,1.0364,0.67713,0.0049483
GOLGA8M,-2.2696,-0.11816,-2.4384,1.5072,1.0297,2.7284e-13
NQO1,1.2831,0.11349,-0.032183,0.70543,0.9678,1.1867e-09
HDAC10,-0.45128,-0.95376,-1.6431,1.0637,1.1698,2.9729e-31
OR4K15,-1.2366,0.81143,-1.7614,1.2554,0.60633,0.018946
DYRK4,-0.25111,-0.39551,0.7229,1.042,1.0873,1.7785e-18
MS4A7,-0.024961,0.38363,0.1838,1.0064,0.87119,3.4763e-06
SPATA4,-0.31892,0.11287,1.2218,1.071,0.96797,1.1841e-09
TIMM23,0.7174,0.72679,0.52793,0.70494,0.67727,0.0049452
TRAPPC3L,0.66369,0.44145,0.16252,0.8003,0.84516,1.5719e-05
GPR35,0.20515,0.72459,-0.39731,0.96122,0.67806,0.0049273
WDR86,0.53363,0.10827,0.37629,0.8993,0.96926,1.1648e-09
TSNAXIP1,-0.46761,-0.87127,0.023282,1.068,1.1601,5.280700000000001e-29
ZNF589,0.057095,0.72337,0.76015,0.98844,0.6785,0.0049175
DUXA,-0.021631,0.21088,-0.19697,1.0057,0.93643,3.0459e-08
EAPP,0.028676,0.059586,-0.0088005,0.99345,0.98353,2.2259e-10
ZNF257,-0.24009,0.80823,0.85898,1.0394,0.60751,0.018857
C14orf28,0.2765,0.058621,-0.42332,0.93785,0.9838,2.2179e-10
ASB17,-0.11638,0.37654,0.13237,1.0267,0.87342,3.4115e-06
OR6C75,-0.07044,0.80681,-0.50406,1.0156,0.60803,0.018817
CREG1,0.4228,0.64292,0.64497,0.86483,0.73414,0.0012232
MICU2,-0.31133,-0.51456,-1.2724,1.0589,1.1086,9.721599999999998e-21
ZNF668,1.7116,0.56924,1.473,0.61911,0.7787,0.00029449
CCDC148,-0.74412,-0.93937,-1.6895,1.1243,1.1691,1.5603e-30
DNALI1,0.01539,0.0071361,-0.64766,0.99666,0.99808,4.1201e-11
CD160,0.42425,0.49895,0.25507,0.87795,0.81615,6.8425e-05
OTOR,-0.45784,0.71839,-0.20699,1.1528,0.68029,0.0048775
GGT6,0.3211,0.20368,-0.32598,0.94591,0.93853,2.9754e-08
IFI30,0.62967,0.20256,-0.27563,0.846,0.93886,2.9645e-08
CTU1,1.7038,0.90126,0.86115,0.5887,0.50923,0.067155
GTPBP8,-0.5649,0.25863,-0.47723,1.1284,0.91931,1.482e-07
HAUS2,0.13713,0.37337,-0.90671,0.96466,0.87441,3.3829e-06
TMEM202,0.22951,0.20444,0.65712,0.94689,0.93831,2.9827e-08
DCUN1D2,0.11788,0.20279,0.77925,0.97255,0.93879,2.9667e-08
ZNF611,-1.5147,0.90136,-1.3349,1.2243,0.5092,0.067163
C9,-0.58731,-0.69566,-0.80451,1.0958,1.1373,1.6323e-24
OR2A2,-0.53553,1.0135,-2.0233,1.1178,0.35153,0.2055
SMIM7,-0.41831,0.71469,-1.2662,1.1771,0.68163,0.004848
NKX2-8,-0.50032,0.71556,-1.7546,1.1377,0.68131,0.004855
ODAM,-0.47026,-0.26373,-1.0647,1.1125,1.0625,1.5176e-15
SLC30A8,0.1088,-0.047877,0.90652,0.97858,1.0126,7.4306e-12
FOXB2,0.30154,0.49259,-0.34164,0.94548,0.81825,6.7467e-05
SMCO2,0.79791,0.19682,1.613,0.81962,0.94054,2.9097e-08
DNAH14,1.0233,-0.30793,1.3469,0.79623,1.0717,2.6938e-16
C16orf71,-1.4142,-0.50081,-1.0197,1.2301,1.1075,4.9108e-20
OR9A2,0.52328,0.55925,0.64121,0.88678,0.78211,0.00028864
EIF2B2,1.0286,0.041647,-0.12857,0.78932,0.98846,2.083e-10
OR2T2,-1.3153,1.01,-1.2634,1.2841,0.3527,0.20478
CTRL,-0.090825,0.09162,-0.69261,1.0201,0.97392,1.0976e-09
EVX1,-0.80517,0.30503,-2.3722,1.152,0.90118,6.9817e-07
ZNF66,-2.1791,0.89501,-3.5632,1.3748,0.51154,0.066624
IFI44L,-1.2077,-0.098122,0.15525,1.2168,1.0253,1.3464e-12
CXCL17,0.39763,0.71036,0.51911,0.8564,0.68319,0.0048138
RGCC,0.70374,0.7105,0.6094,0.76625,0.68314,0.0048149
GINS3,0.45929,0.42358,-0.43472,0.88789,0.85092,1.505e-05
PRR18,0.8895,1.1683,1.0647,0.71024,0.0,0.46086
C11orf54,0.20685,0.19279,1.0298,0.95023,0.94172,2.8718e-08
ITIH6,-2.3032,-0.71122,-1.7085,1.2891,1.1406,1.5096000000000001e-24
MRPL13,0.37572,0.24714,0.97953,0.88986,0.92275,1.4307e-07
ZNF682,-0.027873,0.79533,-0.48394,1.0049,0.61226,0.018503
CHCHD6,-0.61581,0.1367,-0.30536,1.1467,0.95991,5.5744e-09
ECHDC1,0.65165,0.13787,-1.1148,0.85463,0.95958,5.5968e-09
DPH3,-0.091296,0.8911,-0.052873,1.0395,0.51298,0.066294
CEACAM3,-0.075164,0.083666,0.31224,1.0177,0.97616,1.067e-09
MNAT1,0.71762,-0.10463,0.47259,0.83374,1.027,1.3117e-12
OR51G1,-0.96847,0.62871,-0.33629,1.2019,0.73914,0.001192
CAPN12,-1.2595,-1.0876,-3.0296,1.1697,1.1887,1.226e-33
ULBP1,-1.2237,0.30016,-1.9298,1.3096,0.90268,6.885e-07
FAM162A,0.59919,0.3573,0.78212,0.81536,0.87947,3.2417e-06
CYP4F11,-1.3954,-0.58423,-1.4315,1.2181,1.1219,1.4677999999999998e-21
C11orf16,-0.38415,-0.1961,-0.71425,1.0685,1.0485,4.3154e-14
IFNL1,-0.11819,0.55239,-0.18871,1.0306,0.78446,0.00028469
IFI27L1,0.57661,0.89009,0.039509,0.78968,0.51336,0.066209
SRMS,0.0075237,-0.11232,0.68149,0.99879,1.029,1.2721e-12
TSSK4,1.065,0.13072,0.95383,0.78213,0.96163,5.4619e-09
HOXB7,0.23606,0.55088,-0.32443,0.93969,0.78497,0.00028382
AKR7A2,-0.41709,0.02978,-0.8535,1.0841,0.99174,1.9938e-10
SLC16A5,0.462,0.030333,1.3208,0.92712,0.99158,1.9979e-10
RSC1A1,-0.24298,-0.15463,0.15996,1.0381,1.039,2.3498e-13
CAMKMT,-0.13747,-0.28568,0.36773,1.0306,1.0679,1.3806e-15
SLC25A41,-0.17871,-0.06825,0.62881,1.0333,1.018,6.8621e-12
KRBOX1,0.72768,0.79002,1.4167,0.71202,0.61423,0.01836
MMP7,-0.43089,0.076571,-1.2827,1.0986,0.97816,1.0404e-09
COA5,0.3832,0.78956,0.20215,0.82908,0.6144,0.018348
PAQR6,0.75076,0.47958,0.43052,0.85444,0.82259,6.5548e-05
IGFL4,0.5007,0.62286,-0.25422,0.82576,0.7412,0.0011794
APLN,-0.23902,1.1622,-0.39985,1.1283,0.0,0.45897
TAAR8,-0.56747,0.54694,-0.54176,1.1198,0.78633,0.00028158
LPA,-3.2675,-2.7129,-6.189,1.3332,1.3083,6.5917e-89
IL4,0.34775,0.70057,-0.43356,0.89641,0.68674,0.0047372
OR51S1,-0.75306,0.54684,-0.59777,1.1585,0.78636,0.00028152
MMP13,-0.20977,-0.40839,-0.10838,1.0367,1.0921,7.8767e-18
FANCF,-1.826,1.1618,-3.0785,1.376,0.0,0.45886
MMP1,-1.1154,-0.41288,-0.072457,1.1956,1.0932,7.7197e-18
ZNF763,-0.61369,0.78679,1.3079,1.1205,0.61544,0.018273
NLRP14,-0.94881,-1.1932,-2.1268,1.1163,1.2017,5.7416e-36
KRT15,-0.00089487,-0.33507,-0.76789,1.0002,1.0783,2.3926e-16
ZDHHC4,-0.056365,0.12184,-0.63379,1.0114,0.96419,5.2991e-09
EVA1A,0.3307,0.88273,-0.22067,0.90897,0.5161,0.065594
GPR135,-0.23527,0.47478,0.19172,1.0407,0.82419,6.4853e-05
KLHDC9,0.70431,0.070172,0.037355,0.86061,0.97997,1.017e-09
KIAA0825,0.59484,0.12097,1.8782,0.8664,0.96444,5.2834e-09
CEACAM7,-0.63735,0.22737,-0.19232,1.1464,0.9287,1.3466e-07
DRAXIN,1.3212,0.015743,1.0629,0.74679,0.99562,1.8935e-10
CFL2,1.6121,0.47161,1.1387,0.50726,0.82525,6.4399e-05
FCN2,-0.36053,-0.030946,-0.76663,1.0736,1.0084,3.5646e-11
ZNF418,-0.36794,0.065874,-0.58739,1.0555,0.98118,1.0016e-09
PPP1R3D,0.58261,0.69612,0.88295,0.87632,0.68837,0.0047028
SNAPC1,-0.00046545,-0.33794,-0.65012,1.0001,1.079,2.3628e-16
IFIT1,0.33452,0.54044,-0.39717,0.94033,0.78857,0.00027793
OR52H1,-0.3954,0.69387,0.038203,1.0831,0.68919,0.0046856
ETV7,0.21077,-0.21678,-0.79296,0.95789,1.0537,3.9605e-14
CBY3,0.25661,0.53999,-0.17199,0.93997,0.78872,0.00027768
ACOT1,0.84974,0.4698,2.2774,0.8265,0.82586,6.4141e-05
NANP,0.55998,0.47085,-1.2282,0.86612,0.82551,6.429e-05
APLF,0.10222,-0.45965,-0.33486,0.98157,1.1021,1.3266e-18
SERTAD3,0.26544,0.78185,-0.21647,0.92587,0.61728,0.018142
RBKS,0.25203,0.11388,0.8113,0.94564,0.96649,5.1575e-09
HOXD12,-1.3409,0.538,-0.91815,1.3031,0.78941,0.00027657
RNF182,0.22406,0.69264,-1.0387,0.94452,0.68964,0.0046762
FBXW5,-1.9006,-0.34605,-4.724,1.2677,1.081,2.2808e-16
WDR83,0.097778,-0.084328,0.45653,0.98018,1.0223,6.4459e-12
GPR142,0.087543,0.013111,0.9522,0.98546,0.99635,1.8753e-10
CHEK2,-0.45001,-0.75547,1.1405,1.0725,1.1499,1.2103e-24
SERPINB2,-0.7729,-0.087084,-1.6539,1.1452,1.0231,6.3773e-12
ASGR2,0.28522,0.060131,0.22766,0.9413,0.98281,9.8145e-10
CFHR1,-0.32808,0.16563,-0.75115,1.0704,0.94972,2.6297e-08
UGT2A3,-1.7549,-0.30672,-2.799,1.2992,1.0731,1.2614e-15
FKBP11,-0.07409,0.27814,0.3231,1.0196,0.90948,6.4642e-07
DBNDD1,0.21242,0.46527,-0.57546,0.94411,0.82738,6.35e-05
HSD17B14,-0.1404,-0.041096,1.0312,1.0302,1.0111,3.4303e-11
LGALS14,-0.048241,0.53463,0.084928,1.0138,0.79058,0.0002747
ASF1B,0.45706,0.46403,0.17177,0.88466,0.8278,6.3325e-05
KRTAP10-10,-1.2332,0.68969,-2.921,1.2943,0.69072,0.0046536
SLC28A2,0.091285,-0.88898,0.054253,0.98634,1.1682,1.1277e-27
SERPINI2,0.45343,-0.26663,1.2173,0.90858,1.0648,6.9523e-15
TACSTD2,0.56189,0.69014,1.9852,0.89086,0.69055,0.0046571
MPV17L2,0.33354,0.27648,1.3781,0.91169,0.90999,6.4336e-07
TAS2R5,0.079147,0.61006,1.2388,0.98238,0.74575,0.0011523
WWOX,-4.4417,-0.31117,-6.2377,1.8052,1.0742,1.2376e-15
TSPO,0.95553,0.53332,0.1221,0.72613,0.79103,0.00027398
KIAA0040,1.0271,0.99138,-0.5324,0.57734,0.35899,0.20102
TMUB2,-0.32373,0.39653,-0.83675,1.0655,0.85972,1.4091e-05
KLK9,0.10616,0.21579,0.70682,0.97566,0.93221,1.2997e-07
TNFRSF12A,-0.14091,0.77627,-1.4042,1.0525,0.61937,0.017995
HOXD11,-0.59088,0.60499,-1.5307,1.1531,0.74755,0.0011418
UGT2A1,-1.3999,-0.39777,-0.79977,1.2377,1.0915,3.8806e-17
TSACC,0.40323,0.77406,1.5918,0.85825,0.6202,0.017937
RTP3,0.34306,0.99049,0.86686,0.91429,0.3593,0.20085
ZNF57,-0.81106,0.68684,-0.6085,1.1323,0.69176,0.004632
PRADC1,0.53078,0.39537,0.18557,0.86137,0.8601,1.4051e-05
TUBB8,1.8605,0.77394,-5.3508,0.6807,0.62024,0.017934
ALDH3A1,0.29523,-0.39656,-0.58289,0.95097,1.0913,3.9013e-17
CBR1,-0.09058,0.46015,-1.5329,1.0201,0.8291,6.2783e-05
BAD,-0.55249,0.68574,-1.0807,1.1699,0.69217,0.0046237
C18orf32,0.12925,0.98945,0.049693,0.94412,0.35965,0.20064
